84F3EBFBE0EB,0:01,1572800461,26.97,65.7,14,18,,27.35,64,13,14,,,1,,,,,
84F3EBFBE0EB,0:04,1572800640,26.98,65.74,14,18,,27.34,63.99,13,15,,,,,0.947656579,0.993854042,0.979496043,0.917632014
84F3EBFBE0EB,0:07,1572800821,27,65.72,14,18,,27.35,63.98,13,14,,,,,,,,
84F3EBFBE0EB,0:10,1572801001,26.99,65.75,13,18,,27.35,64.03,13,14,,,,,,,,
84F3EBFBE0EB,0:13,1572801180,26.99,65.74,14,19,,27.34,64.04,13,14,,,,,,,,
84F3EBFBE0EB,0:16,1572801361,26.99,65.66,13,19,,27.34,63.99,13,14,,,,,,,,
84F3EBFBE0EB,0:19,1572801541,27,65.73,13,19,,27.33,64.08,13,14,,,,,,,,
84F3EBFBE0EB,0:22,1572801720,27,65.72,13,19,,27.34,64.06,13,14,,,,,,,,
84F3EBFBE0EB,0:25,1572801900,27,65.74,13,19,,27.34,64.08,13,14,,,,,,,,
84F3EBFBE0EB,0:28,1572802081,27.01,65.7,13,19,,27.33,64.07,12,14,,,,,,,,
84F3EBFBE0EB,0:31,1572802260,27.01,65.72,14,19,,27.33,64.1,13,14,,,,,,,,
84F3EBFBE0EB,0:34,1572802441,26.99,65.73,13,18,,27.31,64.14,13,14,,,,,,,,
84F3EBFBE0EB,0:37,1572802621,26.98,65.71,13,18,,27.31,64.15,13,14,,,,,,,,
84F3EBFBE0EB,0:40,1572802800,27,65.71,13,18,,27.3,64.15,13,14,,,,,,,,
84F3EBFBE0EB,0:43,1572802981,26.99,65.7,13,19,,27.32,64.13,13,14,,,,,,,,
84F3EBFBE0EB,0:46,1572803160,27.01,65.71,13,18,,27.33,64.11,12,14,,,,,,,,
84F3EBFBE0EB,0:49,1572803340,27.01,65.72,13,18,,27.32,64.15,12,13,,,,,,,,
84F3EBFBE0EB,0:52,1572803520,26.98,65.74,13,18,,27.31,64.23,12,14,,,,,,,,
84F3EBFBE0EB,0:55,1572803701,26.99,65.74,13,18,,27.32,64.15,13,14,,,,,,,,
84F3EBFBE0EB,0:58,1572803880,27,65.73,13,17,,27.33,64.16,12,14,,,,,,,,
84F3EBFBE0EB,1:01,1572804061,27,65.71,13,17,,27.32,64.14,12,13,,,,,,,,
84F3EBFBE0EB,1:04,1572804240,27.02,65.65,13,18,,27.33,64.1,12,13,,,,,,,,
84F3EBFBE0EB,1:07,1572804420,27.01,65.7,13,17,,27.33,64.07,12,13,,,,,,,,
84F3EBFBE0EB,1:10,1572804601,27.01,65.73,13,18,,27.33,64.06,12,13,,,,,,,,
84F3EBFBE0EB,1:13,1572804780,27.02,65.71,13,17,,27.33,64.09,12,13,,,,,,,,
84F3EBFBE0EB,1:16,1572804960,26.99,65.78,13,17,,27.32,64.19,12,13,,,,,,,,
